frame,seq,t_mono,x,y,contrast,moat,crowd
1070,1070,355.472722,979,547,55,31,1
1071,1071,355.512557,973,543,66,35,1
1073,1073,355.592639,959,540,51,7,3
1075,1075,355.672627,939,540,60,34,3
1083,1083,355.992481,832,566,58,32,3
1085,1085,356.072348,816,574,119,80,4
1086,1086,356.112409,811,577,84,42,4
1087,1087,356.152396,806,581,106,62,2
1088,1088,356.192435,803,582,105,70,4
1089,1089,356.232552,799,580,143,90,4
1090,1090,356.272393,796,579,162,125,2
1091,1091,356.312691,793,577,154,83,2
1092,1092,356.352286,790,575,107,52,4
1093,1093,356.392278,785,575,153,106,2
1094,1094,356.432256,782,573,104,50,2
1095,1095,356.472148,778,569,109,58,4
1096,1096,356.511991,775,566,113,54,3
1097,1097,356.552045,773,563,118,78,4
1098,1098,356.592131,771,560,186,133,3
1099,1099,356.632289,770,558,162,128,2
1100,1100,356.672134,771,556,174,116,3
1101,1101,356.712041,774,553,133,89,4
1102,1102,356.752160,776,551,163,115,4
1103,1103,356.792060,777,550,181,142,3
1104,1104,356.832023,777,546,172,101,2
1105,1105,356.871997,777,546,190,132,2
1106,1106,356.912053,781,546,173,134,3
1107,1107,356.952059,783,548,200,149,4
1108,1108,356.991897,786,550,127,73,3
1109,1109,357.031944,788,551,160,123,2
1110,1110,357.071884,789,552,188,135,3
1111,1111,357.111886,787,552,152,94,3
1112,1112,357.152026,778,552,84,55,5
1113,1113,357.192021,765,553,58,29,4
1116,1116,357.311827,717,552,77,59,5
1117,1117,357.351924,705,552,55,29,4
1118,1118,357.391910,697,550,171,144,2
1119,1119,357.431778,693,548,180,142,5
1120,1120,357.471863,687,547,139,117,3
1121,1121,357.511732,683,546,192,149,4
1122,1122,357.551785,679,545,197,141,3
1123,1123,357.591932,674,545,167,133,3
1124,1124,357.631931,669,546,164,112,3
1125,1125,357.671830,668,545,193,158,3
1126,1126,357.711549,666,544,195,162,2
1127,1127,357.751682,663,540,195,164,2
1128,1128,357.791608,660,537,195,152,2
1129,1129,357.831553,660,536,188,154,2
1130,1130,357.871707,662,533,169,118,4
1131,1131,357.911719,664,529,175,107,2
1132,1132,357.951582,666,525,190,122,3
1133,1133,357.991572,669,522,166,115,3
1134,1134,358.031581,676,518,125,85,2
1135,1135,358.071765,684,513,99,62,2
1136,1136,358.111597,693,508,107,79,1
1137,1137,358.151510,698,505,144,98,2
1138,1138,358.191458,704,505,146,97,3
1139,1139,358.231509,709,508,152,99,1
1140,1140,358.271601,715,514,159,91,4
1141,1141,358.311469,721,517,98,64,3
1142,1142,358.351469,731,521,68,30,5
1143,1143,358.391253,744,523,58,34,5
1144,1144,358.431355,757,526,96,50,3
1145,1145,358.471332,769,528,65,31,3
1151,1151,358.711305,889,497,50,11,4
1152,1152,358.751366,902,485,51,8,2
1155,1155,358.871382,925,466,138,71,2
1156,1156,358.911331,926,463,131,79,1
1157,1157,358.951537,925,460,166,99,2
1158,1158,358.991275,925,460,191,123,2
1159,1159,359.031323,923,462,131,87,3
1160,1160,359.071469,919,465,98,45,4
1161,1161,359.111416,918,467,98,52,1
1162,1162,359.151169,913,470,122,66,1
1163,1163,359.191370,910,472,155,114,5
1164,1164,359.231305,909,472,193,145,3
1165,1165,359.271263,908,473,164,116,1
1166,1166,359.311331,906,474,124,80,4
1167,1167,359.351283,905,475,149,77,4
1168,1168,359.391422,905,477,146,71,3
1169,1169,359.431147,904,479,97,47,4
1170,1170,359.471142,899,481,92,31,4
1171,1171,359.511188,896,482,96,20,5
1172,1172,359.551106,895,484,105,30,2
1173,1173,359.590930,893,490,90,40,2
1174,1174,359.631046,890,498,81,31,3
1175,1175,359.670955,885,508,94,32,2
1176,1176,359.710931,881,517,80,14,3
1177,1177,359.750975,879,524,62,7,7
1178,1178,359.790952,877,538,82,31,4
1179,1179,359.831271,875,546,98,52,4
1180,1180,359.870928,872,550,68,2,3
1181,1181,359.910986,871,562,113,51,4
1182,1182,359.950808,871,566,120,58,3
1183,1183,359.990798,869,571,148,104,3
1184,1184,360.030720,867,578,97,31,5
1185,1185,360.070825,869,582,128,75,3
1186,1186,360.110769,872,584,110,67,4
1187,1187,360.150928,880,588,63,37,5
1188,1188,360.190825,894,587,59,36,5
1189,1189,360.231005,903,586,141,124,4
1190,1190,360.270814,907,585,113,79,4
1191,1191,360.310876,913,584,137,118,5
1192,1192,360.350735,917,583,70,7,4
1193,1193,360.390581,921,582,190,157,5
1194,1194,360.430650,925,582,161,128,5
1195,1195,360.470702,927,579,111,74,1
1196,1196,360.510711,929,578,178,144,5
1197,1197,360.550822,929,577,127,80,3
1198,1198,360.590604,929,573,86,25,3
1199,1199,360.630623,929,571,77,15,3
1200,1200,360.670586,925,563,100,70,2
1201,1201,360.710757,925,558,100,59,2
1202,1202,360.750630,927,554,89,41,3
1203,1203,360.790607,934,547,58,21,2
1204,1204,360.831135,940,541,72,40,1
1205,1205,360.870556,945,534,57,14,2
1206,1206,360.910409,950,529,90,47,1
1207,1207,360.950505,953,523,69,32,1
1208,1208,360.990498,952,517,82,30,2
1209,1209,361.030495,954,514,83,14,2
1210,1210,361.070381,953,504,93,14,2
1211,1211,361.110450,952,501,69,15,2
1212,1212,361.150627,953,500,94,57,2
1213,1213,361.190439,953,499,130,70,2
1214,1214,361.230466,953,500,85,11,2
1215,1215,361.270458,949,503,54,6,2
1218,1218,361.390378,927,493,62,2,2
1221,1221,361.510522,912,482,66,13,3
1225,1225,361.670057,885,482,88,61,1
1228,1228,361.790204,852,484,51,28,3
1229,1229,361.830822,843,484,69,32,3
1230,1230,361.869939,835,486,86,65,2
1231,1231,361.910047,831,490,150,121,2
1247,1247,362.549767,687,474,91,69,2
1248,1248,362.589839,683,475,120,96,3
1264,1264,363.229504,643,514,59,14,1
1279,1279,363.829158,569,484,76,31,2
1325,1325,365.668426,847,1023,169,26,16
1331,1331,365.908568,1002,534,56,24,1
1338,1338,366.188340,651,528,50,21,2
1353,1353,366.787970,730,544,63,15,1
1367,1367,367.348034,1050,232,60,38,1
1382,1382,367.947620,1194,528,52,6,5
1383,1383,367.987581,1195,535,52,14,2
1384,1384,368.027444,245,298,59,5,18
1384,1384,368.027444,1193,542,58,8,3
1402,1402,368.747349,765,649,65,58,1
1404,1404,368.827359,750,631,76,48,1
1405,1405,368.867328,745,625,97,83,1
1406,1406,368.906937,741,619,88,65,1
1407,1407,368.946958,739,615,111,81,1
1408,1408,368.986969,738,613,94,41,1
1409,1409,369.027118,737,609,85,53,2
1410,1410,369.067142,735,606,76,10,1
1411,1411,369.107093,735,606,112,84,1
1412,1412,369.146980,736,605,102,71,1
1413,1413,369.187000,735,604,80,43,1
1414,1414,369.226986,733,604,87,69,1
1415,1415,369.266875,733,604,66,24,2
1417,1417,369.346902,737,612,95,47,1
1420,1420,369.466848,738,645,53,14,1
1421,1421,369.506867,735,660,51,20,1
1423,1423,369.586954,731,679,55,26,3
1424,1424,369.626825,729,688,105,76,1
1425,1425,369.666803,729,694,92,54,1
1426,1426,369.706871,732,693,72,19,1
1435,1435,370.066794,743,444,60,29,2
1442,1442,370.346544,732,710,69,19,1
1447,1447,370.546693,763,630,69,57,1
1448,1448,370.586569,764,620,74,30,1
1449,1449,370.626451,763,612,85,43,2
1450,1450,370.666557,762,607,66,8,2
1451,1451,370.706563,761,603,79,15,3
1452,1452,370.746486,761,602,73,27,2
1453,1453,370.786402,762,601,71,33,2
1454,1454,370.826325,763,601,98,70,1
1455,1455,370.866352,765,601,71,14,1
1456,1456,370.906351,768,605,83,55,1
1461,1461,371.106482,757,734,80,50,1
1468,1468,371.386121,778,500,66,27,1
1469,1469,371.426156,780,497,105,83,1
1470,1470,371.466146,782,502,75,40,1
1494,1494,372.426313,826,605,70,41,1
1495,1495,372.465845,826,609,92,62,2
1496,1496,372.505881,824,613,58,30,1
1497,1497,372.545827,823,615,85,51,1
1498,1498,372.585810,827,615,67,40,1
1499,1499,372.625829,828,613,85,64,1
1500,1500,372.665833,830,611,109,92,1
1501,1501,372.705767,832,609,95,62,1
1502,1502,372.745825,833,608,93,75,1
1503,1503,372.785722,832,607,104,79,1
1504,1504,372.825725,832,606,92,70,1
1505,1505,372.865732,833,604,94,58,1
1506,1506,372.905694,834,603,73,11,2
1507,1507,372.945671,837,602,80,67,1
1508,1508,372.985587,840,599,87,70,2
1509,1509,373.025634,843,598,54,20,1
1510,1510,373.065485,846,595,113,95,1
1511,1511,373.105487,847,594,120,104,1
1512,1512,373.145559,849,592,85,59,1
1513,1513,373.185581,853,590,111,94,1
1514,1514,373.225640,856,588,80,67,1
1515,1515,373.265605,860,588,64,7,1
1516,1516,373.305360,863,584,97,55,3
1517,1517,373.345344,864,585,78,43,1
1518,1518,373.385340,865,589,85,39,1
1519,1519,373.425330,867,594,67,34,2
1520,1520,373.465350,869,602,61,28,1
1521,1521,373.505328,871,608,66,21,1
1522,1522,373.545366,875,610,57,20,1
1523,1523,373.585360,877,612,102,69,1
1524,1524,373.625340,877,614,95,53,1
1525,1525,373.665220,877,616,102,73,1
1526,1526,373.705229,877,619,118,93,1
1527,1527,373.745250,879,619,78,51,1
1528,1528,373.785278,881,618,93,55,1
1529,1529,373.825450,883,617,63,51,1
1531,1531,373.905372,889,616,56,18,1
1532,1532,373.945121,891,611,58,16,1
1533,1533,373.985115,891,610,67,42,1
1534,1534,374.025258,891,606,71,30,1
1535,1535,374.065162,891,599,55,15,1
1536,1536,374.105201,890,591,72,50,1
1537,1537,374.146023,891,587,62,25,2
1538,1538,374.185122,893,583,65,26,2
1539,1539,374.225115,895,580,94,80,1
1540,1540,374.265012,893,578,71,31,1
1541,1541,374.305013,892,577,94,76,1
1542,1542,374.345022,889,575,53,6,3
1543,1543,374.385018,887,574,100,85,1
1544,1544,374.424907,885,574,128,114,1
1545,1545,374.465086,884,575,95,58,1
1546,1546,374.505035,883,574,111,96,1
1547,1547,374.545086,881,575,101,83,1
1548,1548,374.584915,880,575,83,61,1
1549,1549,374.625017,878,576,96,75,1
1550,1550,375.064981,871,590,51,38,1
1558,1558,375.944276,987,594,66,49,1
1566,1566,376.264429,949,598,78,57,1
1567,1567,376.304141,948,601,59,23,1
1568,1568,376.344446,945,601,68,54,1
1569,1569,376.384347,941,603,50,24,1
1576,1576,376.664157,915,601,58,50,1
1585,1585,377.023970,1021,1023,57,10,9
1586,1586,377.064089,1009,1023,142,21,8
1587,1587,377.104222,986,1023,113,25,5
1588,1588,377.143978,959,1023,154,14,11
1588,1588,377.143978,975,1023,87,2,11
1589,1589,377.184028,945,1023,184,38,16
1589,1589,377.184028,957,1020,90,2,16
1590,1590,377.223842,935,1023,165,18,14
1590,1590,377.223842,951,1020,110,6,14
1591,1591,377.263883,942,1023,202,19,5
1592,1592,377.303823,943,1023,188,63,8
1602,1602,377.703836,659,627,71,68,1
1604,1604,377.783992,661,632,61,55,1
1606,1606,378.223421,661,638,59,50,1
1607,1607,378.263441,661,638,59,50,1
1608,1608,378.303671,661,638,59,50,1
1609,1609,378.343516,661,638,59,50,1
1610,1610,378.383622,661,638,59,50,1
1611,1611,378.423561,661,638,59,50,1
1612,1612,378.463522,661,638,59,50,1
1613,1613,378.503272,661,638,59,50,1
1614,1614,378.543273,661,638,59,50,1
1615,1615,378.583272,661,638,59,50,1
1616,1616,378.623297,661,638,59,50,1
1617,1617,378.663550,661,638,59,50,1
1618,1618,378.703398,661,638,59,50,1
1619,1619,378.743426,661,638,59,50,1
1620,1620,378.783313,661,638,59,50,1
1621,1621,378.823304,661,638,59,50,1
1622,1622,378.863449,661,638,59,50,1
1623,1623,378.903164,661,638,59,50,1
1624,1624,378.943162,661,638,59,50,1
1625,1625,378.983276,661,638,59,50,1
1626,1626,379.023321,661,638,59,50,1
1627,1627,379.063243,661,638,59,50,1
1628,1628,379.103091,661,638,59,50,1
1629,1629,379.143064,661,638,59,50,1
1630,1630,379.182917,661,638,59,50,1
1631,1631,379.223064,661,638,59,50,1
1632,1632,379.263106,661,638,59,50,1
1633,1633,379.303082,661,638,59,50,1
1634,1634,379.343282,661,638,59,50,1
1635,1635,379.383197,661,638,59,50,1
1636,1636,379.423077,661,638,59,50,1
1637,1637,379.463074,661,638,59,50,1
1638,1638,379.503436,661,638,59,50,1
1639,1639,379.543328,661,638,59,50,1
1640,1640,379.583345,661,638,59,50,1
1641,1641,379.623300,661,638,59,50,1
1642,1642,379.662972,661,638,59,50,1
1643,1643,379.702966,661,638,59,50,1
1644,1644,379.742923,661,638,59,50,1
1645,1645,379.782986,661,638,59,50,1
1646,1646,379.822882,661,638,59,50,1
1647,1647,379.862740,661,638,59,50,1
1721,1721,382.821702,923,1023,140,30,20
1746,1746,384.021524,820,1016,201,22,18
1746,1746,384.021524,793,1019,185,13,18
1746,1746,384.021524,827,1023,142,18,18
1746,1746,384.021524,803,1018,104,8,18
1747,1747,384.061504,789,1023,196,32,9
1747,1747,384.061504,813,1019,191,18,9
1748,1748,384.101589,791,1023,191,2,16
1748,1748,384.101589,810,1020,175,9,16
1749,1749,384.141387,813,1020,202,33,19
1752,1752,384.261364,802,1023,199,3,10
1754,1754,384.381214,795,1020,200,35,19
1755,1755,384.421741,793,1020,195,11,14
1756,1756,384.461361,790,1021,186,17,19
1757,1757,384.501379,758,1023,198,10,15
1757,1757,384.501379,785,1019,180,16,15
1758,1758,384.541381,782,1019,197,12,16
1758,1758,384.541381,752,1023,191,16,16
1759,1759,384.581120,772,1018,186,19,16
1759,1759,384.581120,746,1021,186,30,16
1759,1759,384.581120,781,1023,159,17,16
1759,1759,384.581120,761,1019,82,13,16
1761,1761,384.661121,737,1019,183,17,17
1761,1761,384.661121,773,1023,166,2,17
1761,1761,384.661121,750,1018,94,12,17
1762,1762,384.701144,732,1020,194,14,15
1762,1762,384.701144,764,1017,188,8,15
1762,1762,384.701144,746,1018,111,31,15
1764,1764,384.781257,753,1016,190,3,19
1764,1764,384.781257,736,1018,129,17,19
1770,1770,385.021082,706,1021,193,20,17
1770,1770,385.021082,733,1017,182,7,17
1771,1771,385.060962,734,1019,197,7,19
1771,1771,385.060962,703,1022,193,18,19
1771,1771,385.060962,716,1020,78,6,19
1772,1772,385.101041,731,1019,192,11,17
1844,1844,387.980000,262,44,56,7,17
1861,1861,388.659653,763,1023,86,40,5
1862,1862,388.699550,739,1021,163,19,14
1862,1862,388.699550,766,1016,143,16,14
1862,1862,388.699550,779,1023,118,29,14
1862,1862,388.699550,763,1023,53,5,14
1863,1863,388.739698,811,1023,78,69,16
1881,1881,389.459279,822,1023,123,13,20
1892,1892,389.899069,827,1023,125,16,17
1901,1901,390.259076,908,1020,174,3,7
1901,1901,390.259076,901,1023,164,10,7
2099,2099,398.495421,520,1023,172,39,3
2099,2099,398.495421,491,1023,82,10,3
2110,2110,398.935380,72,569,53,33,1
2155,2155,401.134464,936,1016,179,33,19
2155,2155,401.134464,962,1014,157,31,19
2155,2155,401.134464,978,1023,105,7,19
2155,2155,401.134464,953,1015,67,17,19
2155,2155,401.134464,968,1023,50,27,19
2156,2156,401.174388,940,1017,197,36,19
2156,2156,401.174388,987,1023,134,44,19
2156,2156,401.174388,957,1015,74,5,19
2157,2157,401.214380,975,1016,173,28,18
2157,2157,401.214380,947,1018,171,14,18
2157,2157,401.214380,963,1017,69,4,18
2158,2158,401.254351,956,1021,189,53,18
2158,2158,401.254351,965,1020,119,2,18
2159,2159,401.294637,964,1021,199,54,16
2159,2159,401.294637,990,1018,143,13,18
2159,2159,401.294637,979,1019,63,7,18
2160,2160,401.334480,969,1023,174,21,13
2160,2160,401.334480,990,1020,90,13,13
2162,2162,401.414477,1003,1023,167,12,4
2162,2162,401.414477,979,1023,124,13,4
2163,2163,401.454623,1009,1023,111,24,6
2358,2358,409.251222,833,712,57,54,1
2359,2359,409.291479,830,712,80,77,1
2360,2360,409.331322,829,712,96,90,1
2367,2367,409.611336,823,784,53,28,1
2404,2404,411.090598,527,1023,61,22,12
2680,2680,422.126425,47,533,51,9,14
2831,2831,428.163674,10,480,50,12,17
2855,2855,429.123468,0,504,59,11,8
2898,2898,430.842847,1113,170,73,62,2
2911,2911,431.362598,1218,429,57,14,2
2913,2913,431.442529,1229,446,65,53,1
2916,2916,431.562343,1245,461,100,88,11
2922,2922,431.802512,1279,492,59,50,15
3185,3185,442.638236,977,1023,178,38,4
3186,3186,442.678241,954,1023,205,15,19
3187,3187,442.718262,962,1019,186,24,19
3187,3187,442.718262,988,1017,172,21,19
3187,3187,442.718262,973,1018,84,16,19
3226,3226,444.277560,1072,1023,171,27,13
3227,3227,444.317442,1072,1023,181,39,9
3228,3228,444.357319,1058,1023,200,50,17
3228,3228,444.357319,1069,1020,73,8,17
3243,3243,444.957283,1190,1022,116,10,20
3380,3380,450.435043,312,43,83,5,17
3380,3380,450.435043,311,50,81,4,17
3381,3381,450.474957,318,40,98,30,18
3383,3383,450.554798,331,30,99,25,19
3384,3384,450.594935,345,17,87,10,14
3384,3384,450.594935,339,24,79,4,13
3386,3386,450.675085,376,4,60,7,8
3504,3504,455.393105,427,583,54,17,8
3504,3504,455.393105,427,606,52,8,3
3842,3842,468.907825,63,627,56,16,15
3972,3972,474.106082,116,647,55,7,15
3972,3972,474.106082,120,672,51,2,11
3973,3973,474.145844,120,669,55,3,13
3978,3978,474.345752,130,649,71,17,13
3980,3980,474.425716,140,651,80,26,14
3981,3981,474.465867,139,651,71,18,17
3981,3981,474.465867,143,669,59,10,15
3982,3982,474.505654,140,649,73,12,13
3982,3982,474.505654,136,611,51,7,5
3983,3983,474.545701,141,646,51,3,14
3985,3985,474.625860,150,629,53,9,14
3987,3987,474.705713,145,587,56,5,18
3988,3988,474.745424,150,609,56,11,14
3988,3988,474.745424,149,630,50,4,12
3989,3989,474.785474,152,605,55,13,12
3989,3989,474.785474,152,614,50,4,12
3990,3990,474.825364,152,601,76,10,14
3990,3990,474.825364,156,619,64,8,12
3990,3990,474.825364,147,570,57,5,13
3991,3991,474.865483,152,599,72,11,15
3991,3991,474.865483,148,561,66,9,11
3992,3992,474.905625,154,597,77,18,12
3993,3993,474.945760,157,601,63,9,13
3993,3993,474.945760,153,569,58,10,11
3993,3993,474.945760,161,621,54,2,11
3994,3994,474.985411,158,606,71,5,11
3994,3994,474.985411,153,572,61,14,7
3996,3996,475.065366,143,581,61,13,9
3996,3996,475.065366,147,632,50,4,9
3997,3997,475.105344,143,617,73,14,13
3997,3997,475.105344,147,635,53,4,12
4000,4000,475.225523,117,646,54,5,7
4000,4000,475.225523,117,627,52,8,9
4002,4002,475.305387,107,597,50,6,18
4004,4004,475.385143,98,638,62,18,12
4004,4004,475.385143,101,656,53,2,10
4006,4006,475.465315,91,639,64,9,18
4006,4006,475.465315,91,656,60,7,17
4007,4007,475.505579,86,638,54,8,13
4008,4008,475.545274,85,656,51,3,19
4019,4019,475.985070,17,639,58,2,16
4022,4022,476.105049,26,635,53,4,15
4024,4024,476.184996,25,633,58,18,16
4197,4197,483.102077,184,370,61,5,11
4200,4200,483.222042,163,374,57,4,15
4201,4201,483.262240,158,378,61,4,15
4202,4202,483.301951,152,382,54,4,20
4288,4288,486.740530,1210,721,58,11,7
4289,4289,486.780520,1197,699,56,5,3
4292,4292,486.900557,1149,645,54,8,2
4293,4293,486.940443,1129,637,81,28,20
4294,4294,486.981446,1114,629,66,4,16
4299,4299,487.180558,1023,567,56,47,6
4300,4300,487.220465,1007,557,60,38,3
4382,4382,490.499138,923,1023,95,32,4
4383,4383,490.539136,915,1023,197,9,2
4384,4384,490.579120,924,1021,189,23,6
4384,4384,490.579120,915,1023,178,4,6
4385,4385,490.619385,914,1023,149,5,6
4386,4386,490.659451,901,1023,203,18,14
4386,4386,490.659451,925,1019,156,6,14
4387,4387,490.699145,893,1020,207,57,16
4387,4387,490.699145,921,1017,151,21,16
4387,4387,490.699145,929,1023,144,27,16
4387,4387,490.699145,908,1018,80,12,16
4405,4405,491.419017,916,1022,194,45,14
4405,4405,491.419017,942,1019,187,44,14
4405,4405,491.419017,949,1023,111,16,14
4405,4405,491.419017,927,1020,100,4,14
4406,4406,491.458683,948,1023,201,22,4
4441,4441,492.858596,385,493,52,4,10
4447,4447,493.098166,487,473,53,7,18
4448,4448,493.138370,490,472,106,33,15
4735,4735,504.614069,116,233,51,14,11
4738,4738,504.733826,149,252,57,11,8
4738,4738,504.733826,146,227,53,11,10
4739,4739,504.773555,148,230,50,2,20
4742,4742,504.893647,148,246,50,2,10
4743,4743,504.933464,140,250,56,9,14
4744,4744,504.973617,139,258,52,6,16
4745,4745,505.013878,142,264,54,4,14
4748,4748,505.133789,117,302,51,9,10
5344,5344,529.324377,962,1023,177,48,16
5356,5356,529.803803,864,1023,169,39,19
5386,5386,531.003371,873,1022,195,25,12
5386,5386,531.003371,896,1023,81,17,12
5493,5493,535.281325,972,1023,136,9,10
5498,5498,535.481277,1061,1023,144,12,17
5535,5535,536.960822,650,1023,79,16,19
5535,5535,536.960822,633,1021,54,7,19
5547,5547,537.440594,529,1023,83,56,19
5547,5547,537.440594,517,1021,66,14,19
5578,5578,538.920094,442,0,60,9,11
5580,5580,538.999819,446,2,63,17,20
5582,5582,539.079886,998,1020,197,7,20
5583,5583,539.119837,995,1020,188,13,13
5584,5584,539.159815,992,1021,220,36,13
5585,5585,539.199826,993,1021,220,64,8
5585,5585,539.199826,1002,1020,152,10,8
5585,5585,539.199826,349,1023,61,43,10
5586,5586,539.239951,994,1023,219,28,7
5586,5586,539.239951,1005,1020,133,28,13
5587,5587,539.279958,993,1022,220,29,8
5588,5588,539.319874,992,1023,202,9,13
5588,5588,539.319874,1002,1020,140,14,13
5589,5589,539.359684,994,1023,205,11,7
5590,5590,539.399832,1008,1023,211,10,15
5591,5591,539.439699,1010,1023,214,22,20
5593,5593,539.519704,1003,1023,189,16,20
5594,5594,539.559708,990,1023,220,35,10
5595,5595,539.599786,986,1021,221,27,11
5684,5684,543.158279,1065,988,62,3,20
5685,5685,543.198157,1061,983,89,4,20
5686,5686,543.238284,856,1023,129,34,20
5690,5690,543.398171,1099,977,82,21,20
5790,5790,547.396634,965,1023,110,21,19
5856,5856,550.035568,491,1023,53,20,19
5868,5868,550.515515,848,1023,188,41,12
5868,5868,550.515515,882,1023,115,30,12
5868,5868,550.515515,865,1019,66,9,12
5886,5886,551.235260,863,1023,189,5,12
5886,5886,551.235260,889,1018,142,25,12
5886,5886,551.235260,877,1020,57,3,12
5921,5921,552.634566,971,1023,110,51,3
5931,5931,553.034508,864,1023,177,24,20
5933,5933,553.114608,887,1023,138,25,18
5962,5962,554.274207,966,1023,203,72,13
5971,5971,554.634044,910,1023,154,28,18
5972,5972,554.674029,1009,954,155,6,19
5989,5989,555.353685,1100,1023,72,2,10
5994,5994,555.553676,1199,570,77,8,12
5995,5995,555.593751,1145,560,70,18,18
6002,6002,555.873679,797,525,66,20,1
6016,6016,556.433374,943,1023,168,11,11
6030,6030,556.993091,855,1023,159,33,19
6064,6064,558.352553,989,1023,109,28,19
6067,6067,558.472690,988,1023,131,36,20
6117,6117,560.471805,1064,818,159,28,17
6117,6117,560.471805,1064,830,137,10,17
6117,6117,560.471805,1077,847,72,11,19
6130,6130,560.991445,847,1023,91,14,20
6137,6137,561.271228,1024,1023,77,25,12
6137,6137,561.271228,1001,1022,55,4,12
6159,6159,562.150897,1003,1023,104,33,2
6160,6160,562.190821,975,1023,204,61,19
6160,6160,562.190821,992,1020,53,3,19
6300,6300,567.788653,726,428,82,75,1
6301,6301,567.828683,726,428,77,72,1
6304,6304,567.948656,737,423,57,34,1
6310,6310,568.188411,751,387,67,64,1
6311,6311,568.228253,756,384,66,59,1
6312,6312,568.268381,757,381,88,65,1
6313,6313,568.308362,757,379,80,63,1
6314,6314,568.348389,762,375,51,21,1
6315,6315,568.388531,765,374,71,66,1
6316,6316,568.428435,767,374,133,129,1
6317,6317,568.468455,768,373,68,57,1
6318,6318,568.508387,772,372,78,68,2
6319,6319,568.548291,776,372,70,58,1
6320,6320,568.588255,778,371,85,67,1
6321,6321,568.628151,779,371,64,23,1
6322,6322,568.668271,780,371,107,97,1
6332,6332,569.068208,573,421,59,52,1
6334,6334,569.147948,553,419,74,48,1
6335,6335,569.188095,551,418,148,143,1
6336,6336,569.228076,551,417,143,136,3
6337,6337,569.268118,551,418,153,137,3
6338,6338,569.308198,551,417,140,131,1
6339,6339,569.348052,557,418,73,57,1
6340,6340,569.387929,566,419,64,49,1
6341,6341,569.427855,573,420,77,60,1
6342,6342,569.467797,582,423,79,59,1
6348,6348,569.707829,640,447,78,45,1
6349,6349,569.747867,645,448,87,71,1
6350,6350,569.787817,647,450,112,99,1
6351,6351,569.828019,650,453,85,45,1
6352,6352,569.867868,653,458,104,69,1
6353,6353,569.907829,654,461,89,24,1
6354,6354,569.947709,654,462,114,65,1
6371,6371,570.627601,771,355,76,68,1
6372,6372,570.667512,773,349,73,66,1
6373,6373,570.707654,777,344,56,38,1
6374,6374,570.747563,845,1023,126,63,4
6374,6374,570.747563,776,343,66,60,1
6380,6380,570.987613,784,395,62,36,1
6386,6386,571.227491,820,1023,196,29,6
6387,6387,571.267326,831,1023,80,20,7
6394,6394,571.547280,845,1023,199,40,10
6394,6394,571.547280,816,1023,149,4,10
6394,6394,571.547280,914,452,50,17,1
6395,6395,571.587327,820,1018,162,4,12
6395,6395,571.587327,848,1017,147,12,12
6395,6395,571.587327,836,1018,65,10,12
6407,6407,572.066983,923,385,55,43,1
6409,6409,572.146930,926,381,58,37,1
6411,6411,572.226873,931,373,69,48,1
6412,6412,572.266923,930,372,85,75,1
6413,6413,572.306799,930,373,68,25,1
6414,6414,572.346904,929,372,86,69,2
6415,6415,572.387024,929,374,80,59,1
6417,6417,572.466857,922,376,58,41,1
6418,6418,572.506919,923,379,59,16,1
6420,6420,572.587026,929,386,51,28,1
6421,6421,572.626818,927,391,55,38,1
6424,6424,572.746650,921,408,61,38,1
6426,6426,572.826674,915,418,70,52,1
6431,6431,573.026572,795,1023,88,11,20
6435,6435,573.186411,935,516,62,53,1
6436,6436,573.226581,935,519,52,28,1
6440,6440,573.386434,945,528,76,53,3
6514,6514,576.345339,405,376,54,40,2
6545,6545,577.584763,535,352,56,9,2
6561,6561,578.224489,603,465,54,5,14
6577,6577,578.864217,704,303,54,21,1
6578,6578,578.904238,703,310,53,14,1
6579,6579,578.944271,704,317,66,24,1
6582,6582,579.064167,717,348,67,36,1
6592,6592,579.464146,279,456,89,65,1
6605,6605,579.984100,1187,496,68,6,3
6639,6639,581.343608,743,298,109,77,1
6649,6649,581.743418,805,415,57,19,2
6651,6651,581.823282,791,398,58,41,1
6652,6652,581.863168,787,392,61,14,1
6653,6653,581.903178,786,385,89,36,1
6654,6654,581.943221,785,379,60,23,1
6655,6655,581.983037,784,376,69,10,2
6656,6656,582.023073,783,372,74,45,1
6657,6657,582.063035,785,370,68,16,2
6658,6658,582.103246,784,369,82,35,1
6659,6659,582.143226,782,366,89,46,2
6660,6660,582.182806,784,368,81,32,1
6661,6661,582.222926,789,372,62,38,1
6662,6662,582.263053,793,382,60,13,1
6663,6663,582.303204,793,392,56,11,1
6664,6664,582.343055,793,404,70,20,2
6665,6665,582.383060,795,414,54,12,1
6666,6666,582.422974,800,424,57,21,2
6667,6667,582.462833,801,428,60,19,1
6668,6668,582.503008,801,432,82,36,2
6669,6669,582.542964,799,439,59,6,2
6670,6670,582.582693,799,438,94,37,2
6671,6671,582.622697,801,440,77,29,3
6672,6672,582.662864,804,441,87,35,1
6673,6673,582.702869,804,443,112,50,1
6674,6674,582.742901,802,444,91,58,3
6675,6675,582.782961,801,444,118,80,3
6676,6676,582.822949,802,445,79,22,1
6677,6677,582.862719,804,445,102,56,1
6678,6678,582.902632,804,445,118,78,1
6679,6679,582.942657,804,446,65,22,1
6680,6680,582.982600,804,448,80,27,1
