frame,seq,t_mono,x,y,contrast,moat,crowd
6681,6681,583.022762,805,448,103,41,2
6682,6682,583.062608,806,449,142,114,1
6683,6683,583.102733,807,448,121,72,2
6684,6684,583.142612,807,448,131,68,1
6685,6685,583.182614,806,450,128,91,2
6686,6686,583.222696,805,450,115,42,2
6687,6687,583.262769,807,450,71,14,2
6688,6688,583.302487,809,450,137,85,1
6689,6689,583.342430,809,446,101,29,1
6690,6690,583.382488,808,447,87,25,1
6691,6691,583.422621,808,447,112,66,1
6692,6692,583.462539,809,446,120,55,1
6693,6693,583.502531,810,449,110,53,2
6694,6694,583.542553,810,448,93,25,1
6695,6695,583.582496,809,446,108,52,2
6696,6696,583.622531,808,445,106,74,2
6697,6697,583.662376,809,446,118,85,1
6698,6698,583.702640,811,448,80,13,1
6699,6699,583.742518,812,449,95,49,1
6700,6700,583.782390,811,448,86,20,2
6701,6701,583.822422,810,450,101,61,1
6702,6702,583.862423,810,450,112,73,1
6703,6703,583.902270,812,451,104,64,1
6704,6704,583.942309,813,450,130,61,2
6705,6705,583.982445,811,452,71,23,1
6706,6706,584.022425,808,455,59,3,1
6707,6707,584.062489,805,462,69,24,1
6708,6708,584.102319,805,466,91,17,2
6709,6709,584.142386,803,467,93,47,1
6710,6710,584.182163,905,1019,205,29,19
6710,6710,584.182163,929,1016,183,14,19
6710,6710,584.182163,912,1018,183,6,19
6710,6710,584.182163,939,1023,95,13,19
6710,6710,584.182163,801,473,74,19,2
6711,6711,584.222223,927,1020,183,40,8
6711,6711,584.222223,913,1023,143,8,8
6712,6712,584.262308,793,485,50,13,1
6723,6723,584.702413,524,429,73,49,3
6728,6728,584.901984,429,346,57,2,12
6729,6729,584.941993,460,401,70,15,13
6730,6730,584.981986,450,395,107,20,17
6744,6744,585.541920,608,462,72,42,5
6744,6744,585.541920,605,444,68,31,5
6745,6745,585.581764,599,410,129,16,13
6745,6745,585.581764,601,450,115,2,17
6746,6746,585.621751,610,444,67,3,17
6746,6746,585.621751,608,406,50,3,13
6747,6747,585.661891,624,458,96,6,16
6747,6747,585.661891,618,398,82,2,14
6748,6748,585.701793,630,456,106,2,14
6748,6748,585.701793,628,436,97,3,19
6748,6748,585.701793,621,397,75,2,15
6752,6752,585.861710,629,506,93,8,16
6753,6753,585.901767,635,502,102,6,15
6754,6754,585.941783,620,514,78,2,15
6756,6756,586.021553,586,520,64,4,7
6756,6756,586.021553,587,528,57,3,6
6758,6758,586.101584,573,332,52,3,17
6759,6759,586.141671,567,341,55,4,14
6760,6760,586.181522,396,564,50,2,10
6761,6761,586.221645,555,349,56,3,11
6762,6762,586.261676,377,575,54,3,4
6763,6763,586.301566,364,577,65,4,11
6763,6763,586.301566,561,149,55,9,5
6764,6764,586.341680,362,584,59,3,8
6764,6764,586.341680,558,148,55,2,7
6765,6765,586.381431,554,150,51,2,10
6783,6783,587.100948,337,481,137,58,2
6784,6784,587.141049,337,482,123,22,2
6785,6785,587.180962,342,476,50,11,4
6787,6787,587.261236,362,474,51,8,1
6788,6788,587.300975,368,471,125,22,1
6789,6789,587.341119,367,466,148,23,3
6790,6790,587.381037,363,463,106,18,2
6791,6791,587.421118,357,462,69,12,2
6792,6792,587.460732,349,457,78,8,3
6793,6793,587.500776,341,455,107,17,2
6794,6794,587.540885,331,454,104,18,3
6795,6795,587.580865,323,452,78,10,3
6796,6796,587.620912,313,448,108,49,2
6797,6797,587.661027,307,445,117,51,3
6798,6798,587.700888,303,440,105,19,5
6799,6799,587.740950,303,436,154,9,3
6800,6800,587.780942,303,437,138,5,3
6801,6801,587.820774,306,432,104,15,5
6801,6801,587.820774,306,424,102,11,5
6802,6802,587.860880,301,421,106,34,4
6803,6803,587.900894,295,413,83,4,2
6804,6804,587.940681,288,404,90,17,3
6805,6805,587.980703,282,400,85,15,4
6806,6806,588.020658,277,387,87,4,3
6807,6807,588.060822,271,382,122,18,3
6808,6808,588.100860,267,374,139,11,4
6809,6809,588.140810,265,362,118,23,4
6810,6810,588.180792,265,362,135,13,5
6811,6811,588.220789,264,354,97,14,3
6812,6812,588.260779,256,348,95,8,3
6813,6813,588.300648,249,344,109,4,3
6814,6814,588.340839,243,340,95,18,3
6815,6815,588.380642,241,333,122,28,5
6816,6816,588.420657,239,334,104,20,2
6817,6817,588.460604,238,331,88,8,6
6818,6818,588.500567,234,332,99,13,6
6819,6819,588.540811,238,331,98,3,6
6820,6820,588.580738,237,334,114,17,3
6821,6821,588.620648,238,334,107,4,2
6822,6822,588.660566,239,332,93,9,6
6824,6824,588.740540,254,326,96,15,3
6825,6825,588.780439,258,323,82,17,3
6826,6826,588.820524,263,326,78,4,7
6827,6827,588.860680,273,320,73,4,3
6829,6829,588.940460,304,319,57,21,1
6830,6830,588.980574,315,321,53,6,1
6837,6837,589.260245,451,341,56,25,3
6840,6840,589.380107,504,347,68,8,4
6841,6841,589.420359,511,352,77,10,4
6842,6842,589.460291,528,349,57,4,5
6843,6843,589.500117,535,346,127,31,2
6844,6844,589.540248,544,344,86,15,2
6845,6845,589.580100,553,346,65,9,6
6848,6848,589.700138,606,329,56,20,1
6864,6864,590.339892,941,476,65,11,1
6886,6886,591.219472,853,441,81,38,3
6891,6891,591.659122,785,272,82,21,3
6892,6892,591.699204,785,277,72,12,2
6893,6893,591.739130,781,284,64,18,3
6895,6895,591.819118,783,312,81,18,3
6897,6897,591.899004,772,322,65,35,4
6898,6898,591.938988,765,322,91,26,3
6899,6899,591.979134,761,325,88,37,3
6900,6900,592.019282,759,327,117,75,2
6901,6901,592.059111,760,327,125,78,2
6902,6902,592.099103,761,326,150,87,1
6903,6903,592.138952,759,326,133,81,4
6904,6904,592.178898,760,327,109,38,2
6905,6905,592.218879,762,332,71,8,2
6906,6906,592.258876,764,336,90,40,2
6907,6907,592.298851,770,338,74,43,3
6909,6909,592.379043,781,338,60,18,4
6910,6910,592.418906,784,338,84,27,3
6912,6912,592.498924,789,330,92,36,3
6913,6913,592.538924,792,326,67,29,3
6914,6914,592.578934,797,321,66,35,3
6917,6917,592.698738,816,322,61,9,3
6921,6921,592.858678,823,416,50,12,2
6922,6922,592.898682,825,430,77,19,2
6923,6923,592.938695,826,433,91,42,2
6924,6924,592.978813,825,418,52,13,5
6943,6943,593.738519,957,232,59,25,2
6968,6968,594.738020,824,518,59,15,2
6969,6969,594.777902,832,533,55,9,2
6971,6971,594.857767,834,557,60,20,2
6972,6972,594.897887,836,564,75,19,1
6974,6974,594.977920,825,584,68,11,2
6975,6975,595.018431,824,586,111,67,1
6976,6976,595.057779,825,589,91,27,1
6977,6977,595.097799,826,588,134,77,1
6978,6978,595.137887,827,585,86,19,1
6979,6979,595.177797,832,577,80,25,2
6980,6980,595.217941,834,565,57,19,1
6981,6981,595.257831,831,551,65,14,1
6982,6982,595.297879,829,540,63,16,2
6984,6984,595.377706,822,506,62,17,2
6985,6985,595.417611,822,489,55,13,2
6988,6988,595.537637,819,442,65,10,1
6989,6989,595.577755,821,426,64,26,4
6990,6990,595.617550,821,418,73,26,1
6991,6991,595.657443,820,411,77,22,1
6992,6992,595.697572,818,409,111,71,3
6993,6993,595.737473,815,406,100,48,2
6994,6994,595.777602,813,402,104,46,2
6995,6995,595.817587,813,397,95,40,1
6996,6996,595.857789,815,396,65,27,2
6997,6997,595.897526,818,389,112,65,1
6998,6998,595.937492,819,384,103,39,2
6999,6999,595.977421,821,381,81,26,1
7000,7000,596.017367,825,378,79,12,1
7001,7001,596.057260,829,372,73,8,2
7002,7002,596.097295,831,365,69,39,2
7003,7003,596.137443,832,359,91,13,1
7004,7004,596.178218,831,355,99,22,1
7005,7005,596.217478,831,352,116,41,2
7006,7006,596.257245,831,350,125,75,1
7007,7007,596.297223,826,345,78,14,1
7008,7008,596.337264,822,340,68,42,1
7009,7009,596.377231,820,337,91,30,3
7010,7010,596.417170,819,335,78,28,4
7011,7011,596.457242,820,335,80,24,4
7012,7012,596.497254,819,336,122,78,1
7013,7013,596.537250,817,338,79,22,1
7014,7014,596.577279,817,342,87,32,3
7015,7015,596.617173,820,348,81,26,1
7016,7016,596.657185,820,350,94,44,2
7017,7017,596.697284,823,357,71,22,3
7018,7018,596.737147,822,361,124,71,2
7019,7019,596.777011,821,363,85,34,3
7020,7020,596.817005,823,366,96,43,3
7021,7021,596.857139,824,370,118,41,2
7022,7022,596.897053,823,372,110,50,2
7023,7023,596.937022,822,376,93,28,2
7024,7024,596.977079,823,380,136,68,2
7025,7025,597.017029,823,384,107,46,2
7026,7026,597.057021,823,389,81,17,3
7027,7027,597.096884,825,393,74,27,1
7028,7028,597.136953,826,397,112,71,1
7029,7029,597.177018,824,400,101,56,1
7031,7031,597.257167,825,406,100,71,2
7032,7032,597.297106,828,408,103,61,2
7033,7033,597.336857,828,409,85,31,1
7034,7034,597.376968,828,410,114,58,1
7035,7035,597.416820,829,410,148,119,2
7036,7036,597.456822,829,410,110,77,2
7037,7037,597.496967,830,409,127,73,1
7038,7038,597.536817,829,410,76,9,2
7039,7039,597.576802,829,406,87,8,2
7040,7040,597.616710,831,408,60,13,2
7041,7041,597.656821,833,408,120,62,1
7042,7042,597.696876,831,407,67,29,5
7043,7043,597.736877,827,404,92,50,1
7044,7044,597.776951,826,404,146,100,1
7045,7045,597.816711,825,401,128,72,1
7046,7046,597.856772,825,402,79,12,2
7047,7047,597.896735,823,396,88,48,1
7048,7048,597.936710,821,393,89,52,1
7049,7049,597.976566,823,391,107,71,1
7050,7050,598.016749,827,388,104,68,2
7051,7051,598.056759,829,386,83,18,1
7052,7052,598.096643,829,384,93,49,1
7053,7053,598.136593,825,382,80,49,1
7054,7054,598.176490,824,380,104,62,1
7055,7055,598.216496,825,376,113,57,2
7056,7056,598.256494,825,373,91,31,3
7057,7057,598.296525,824,370,70,11,1
7058,7058,598.336528,824,367,84,38,1
7059,7059,598.376600,827,365,61,11,2
7060,7060,598.416541,831,364,75,22,2
7061,7061,598.456508,834,363,80,25,1
7062,7062,598.496369,835,362,92,51,1
7063,7063,598.536504,837,360,138,87,3
7064,7064,598.576538,841,364,59,13,2
7065,7065,598.616515,844,363,82,14,2
7066,7066,598.656419,845,362,111,41,2
7066,7066,598.656419,1183,1023,88,26,8
7067,7067,598.696254,845,362,125,75,2
7067,7067,598.696254,1177,1023,90,5,13
7068,7068,598.736586,844,361,120,92,1
7069,7069,598.776411,845,360,127,101,1
7070,7070,598.816343,845,359,92,36,2
7071,7071,598.856342,845,358,83,18,2
7072,7072,598.896276,845,358,109,35,3
7073,7073,598.936342,844,361,129,96,1
7074,7074,598.976348,845,362,135,101,3
7075,7075,599.016280,848,366,69,23,2
7076,7076,599.056240,850,366,111,54,1
7077,7077,599.096311,851,367,75,29,3
7078,7078,599.136336,851,372,70,16,2
7079,7079,599.176222,849,374,75,33,2
7080,7080,599.216158,847,378,86,41,1
7081,7081,599.256069,849,382,96,50,2
7082,7082,599.296203,850,384,84,42,1
7083,7083,599.336228,849,388,84,40,2
7084,7084,599.376229,847,390,71,17,1
7085,7085,599.416370,846,392,96,48,1
7086,7086,599.456200,845,392,121,77,2
7087,7087,599.496181,845,392,105,56,3
7088,7088,599.535948,845,392,129,89,3
7089,7089,599.576074,841,394,63,23,1
7090,7090,599.616079,839,394,77,41,1
7091,7091,599.655938,840,394,101,52,2
7092,7092,599.695933,841,396,77,31,2
7094,7094,599.775957,833,394,93,60,1
7095,7095,599.815833,833,392,101,49,2
7096,7096,599.855886,833,390,111,31,2
7097,7097,599.895823,831,389,89,45,1
7098,7098,599.935830,829,387,85,38,1
7099,7099,599.975846,827,385,76,40,2
7100,7100,600.015951,827,384,120,82,2
7101,7101,600.056059,828,385,113,61,1
7106,7106,600.255718,958,1023,135,16,19
7109,7109,600.375752,984,1023,128,29,18
7114,7114,600.575620,1030,1023,140,39,19
7114,7114,600.575620,1075,392,56,7,2
7115,7115,600.615861,1075,391,79,11,1
7116,7116,600.655939,1017,1023,128,30,20
7116,7116,600.655939,1075,396,55,5,3
7120,7120,600.815537,960,1023,124,26,18
7122,7122,600.895666,943,1023,90,15,18
7128,7128,601.135606,1234,942,82,16,20
7128,7128,601.135606,1251,949,64,2,20
7131,7131,601.255365,784,404,68,21,1
7154,7154,602.175062,1224,981,105,10,20
7154,7154,602.175062,1205,975,84,9,18
7173,7173,602.935005,271,1023,92,3,19
7174,7174,602.974875,889,989,115,15,20
7174,7174,602.974875,719,928,106,15,20
7174,7174,602.974875,763,944,105,15,19
7174,7174,602.974875,279,1023,105,27,14
7174,7174,602.974875,871,983,104,7,18
7174,7174,602.974875,787,953,102,10,19
7174,7174,602.974875,878,985,100,2,18
7174,7174,602.974875,748,939,96,4,19
7174,7174,602.974875,775,949,94,3,19
7175,7175,603.014498,1033,1023,79,4,19
7193,7193,603.734304,658,930,92,2,19
7193,7193,603.734304,665,933,92,9,17
7193,7193,603.734304,680,939,88,3,19
7240,7240,605.613676,1160,762,59,3,19
7240,7240,605.613676,1158,771,54,7,19
7241,7241,605.653818,1168,655,77,2,20
7257,7257,606.293557,843,616,54,10,2
7286,7286,607.453019,1127,840,62,20,20
7297,7297,607.892892,861,850,119,88,1
7316,7316,608.652603,787,127,50,6,1
7324,7324,608.972517,819,348,52,15,1
7325,7325,609.013355,819,358,98,64,1
7332,7332,609.292292,761,213,56,17,1
7334,7334,609.372262,754,209,93,46,1
7358,7358,610.332018,1146,398,66,25,2
7358,7358,610.332018,271,161,50,9,14
7375,7375,611.011850,1030,1023,63,3,12
7464,7464,614.570293,851,201,50,14,1
7465,7465,614.610340,853,201,97,66,1
7466,7466,614.650206,853,205,78,27,2
7467,7467,614.690220,851,204,81,41,1
7468,7468,614.730197,849,205,87,48,1
7469,7469,614.769676,849,206,74,7,2
7490,7490,615.609710,809,240,79,18,2
7492,7492,615.689727,806,243,88,47,1
7493,7493,615.729725,806,248,84,29,1
7494,7494,615.769749,805,250,75,10,2
7495,7495,615.809872,802,248,87,51,1
7496,7496,615.849746,802,252,63,3,2
7497,7497,615.889972,804,250,61,14,2
7509,7509,616.369654,477,258,74,8,1
7510,7510,616.409569,474,260,128,45,1
7511,7511,616.449548,473,263,108,2,2
7512,7512,616.489544,478,259,55,4,3
7516,7516,616.649583,513,266,74,5,3
7517,7517,616.689421,523,261,70,17,2
7518,7518,616.729292,528,260,118,64,2
7520,7520,616.809304,548,258,60,18,1
7521,7521,616.849393,554,253,134,5,5
7522,7522,616.889444,559,250,107,51,1
7524,7524,616.969566,582,236,54,9,1
7525,7525,617.009356,590,223,90,10,4
7528,7528,617.129139,630,202,52,9,1
7529,7529,617.169375,638,193,64,7,2
7536,7536,617.449276,730,167,63,8,6
7537,7537,617.489267,738,167,57,14,11
7537,7537,617.489267,738,176,56,6,11
7538,7538,617.529260,745,178,52,21,2
7540,7540,617.609232,768,184,59,11,4
7541,7541,617.649096,774,184,87,11,3
7545,7545,617.809131,813,206,64,9,2
7546,7546,617.849248,822,211,69,5,3
7547,7547,617.889123,830,216,63,14,2
7548,7548,617.928999,840,223,61,16,6
7550,7550,618.009118,858,224,72,25,4
7552,7552,618.089100,883,230,92,39,10
7555,7555,618.209025,768,1023,151,21,4
7559,7559,618.368674,1022,208,61,25,7
7560,7560,618.408817,1038,195,75,35,15
7562,7562,618.488875,1056,187,95,21,18
7562,7562,618.488875,599,1023,64,28,19
7563,7563,618.528974,1065,189,74,7,9
7564,7564,618.568851,1066,191,77,4,6
7565,7565,618.608819,625,982,50,7,8
7566,7566,618.648727,1064,205,99,2,3
7567,7567,618.688573,1072,215,81,19,4
7568,7568,618.728853,1075,229,74,8,5
7569,7569,618.768858,1084,250,66,3,5
7569,7569,618.768858,1081,242,65,6,5
7570,7570,618.808622,1098,262,77,12,11
7571,7571,618.848655,1123,268,61,8,6
7572,7572,618.888929,1138,268,75,8,3
7573,7573,618.928719,1150,273,93,2,6
7574,7574,618.968559,1163,277,81,2,9
7576,7576,619.048396,1178,283,98,4,5
7577,7577,619.088496,1182,282,130,37,6
7578,7578,619.128806,1190,276,107,5,5
7580,7580,619.209024,1171,272,68,4,4
7581,7581,619.248891,1147,281,67,9,8
7582,7582,619.288809,1123,293,86,9,5
7583,7583,619.328250,1101,308,81,24,6
7584,7584,619.368533,1080,320,67,3,4
7585,7585,619.408503,1073,328,72,2,6
7586,7586,619.448581,1071,328,88,2,6
7587,7587,619.488659,1081,321,104,7,19
7588,7588,619.528328,1077,315,93,2,9
7592,7592,619.688554,1080,280,101,8,19
7596,7596,619.848495,1096,270,65,5,17
7598,7598,619.928139,1108,246,82,14,17
7599,7599,619.968504,1118,228,61,8,17
7600,7600,620.008041,1273,860,70,19,20
7600,7600,620.008041,1262,854,57,18,20
7600,7600,620.008041,1152,788,56,18,20
7600,7600,620.008041,1214,826,51,5,20
7601,7601,620.048121,1131,232,62,6,15
7602,7602,620.087841,809,612,114,13,20
7602,7602,620.087841,833,626,107,3,20
7602,7602,620.087841,819,618,106,3,19
7602,7602,620.087841,1113,235,57,9,10
7604,7604,620.168139,1134,777,75,18,20
7604,7604,620.168139,1119,769,65,27,18
7604,7604,620.168139,1127,773,57,2,20
7605,7605,620.208076,1085,221,76,3,14
7605,7605,620.208076,1088,228,74,3,14
7605,7605,620.208076,1099,769,52,7,20
7606,7606,620.248397,1086,250,65,8,19
7615,7615,620.608018,1244,264,50,4,20
7623,7623,620.927536,246,741,55,6,7
7624,7624,620.967429,251,745,64,3,12
7624,7624,620.967429,242,746,61,3,10
7625,7625,621.007422,253,742,69,5,8
7626,7626,621.047569,238,738,57,3,5
7627,7627,621.087423,242,737,84,8,9
7627,7627,621.087423,233,737,68,2,9
7628,7628,621.127560,237,729,60,5,11
7629,7629,621.167692,230,723,68,5,16
7629,7629,621.167692,221,728,66,9,14
7630,7630,621.207563,214,720,69,6,7
7630,7630,621.207563,224,726,67,3,11
7630,7630,621.207563,222,719,66,3,11
7631,7631,621.247712,219,717,81,10,18
7631,7631,621.247712,1264,586,74,30,14
7631,7631,621.247712,1248,580,62,34,16
7632,7632,621.287467,221,720,90,15,12
7632,7632,621.287467,212,720,73,3,11
7632,7632,621.287467,234,50,51,5,18
7633,7633,621.327482,216,716,73,4,16
7633,7633,621.327482,234,38,50,3,19
7634,7634,621.367338,211,714,68,7,16
7634,7634,621.367338,201,710,67,6,9
7635,7635,621.407331,198,706,80,12,7
7635,7635,621.407331,206,710,70,3,13
7636,7636,621.447348,200,708,64,2,5
7636,7636,621.447348,209,703,56,4,11
7638,7638,621.527468,239,0,92,15,18
7638,7638,621.527468,232,1,74,2,20
7638,7638,621.527468,214,696,61,5,16
7638,7638,621.527468,238,22,58,10,14
7639,7639,621.567452,204,689,70,11,8
7640,7640,621.606761,205,681,66,14,12
7640,7640,621.606761,214,681,63,2,13
7640,7640,621.606761,239,18,54,4,13
7642,7642,621.687564,211,670,58,2,10
7642,7642,621.687564,219,670,58,2,11
7643,7643,621.727224,1261,638,83,3,20
7643,7643,621.727224,219,663,69,10,13
7645,7645,621.807517,215,650,60,9,13
7646,7646,621.847249,1198,600,60,24,17
7646,7646,621.847249,213,21,59,4,16
7646,7646,621.847249,1214,608,55,11,19
7647,7647,621.887262,211,15,74,15,11
7648,7648,621.927108,211,12,75,16,15
7648,7648,621.927108,1196,596,59,7,20
7648,7648,621.927108,213,637,57,4,18
7648,7648,621.927108,219,3,53,2,15
7649,7649,621.967225,1195,592,79,20,20
7649,7649,621.967225,204,631,64,2,10
7649,7649,621.967225,210,8,61,7,4
7650,7650,622.007253,209,5,56,6,6
7650,7650,622.007253,1191,588,56,2,20
7651,7651,622.047218,211,0,62,4,2
7652,7652,622.087124,1191,588,78,17,19
7652,7652,622.087124,203,623,61,2,14
7657,7657,622.287135,184,619,57,9,15
7667,7667,622.686781,1268,812,93,43,19
7667,7667,622.686781,1091,382,60,33,2
7667,7667,622.686781,1236,797,57,11,18
7667,7667,622.686781,1258,808,55,10,19
7667,7667,622.686781,1209,784,50,9,19
7668,7668,622.727152,1215,801,91,35,16
7668,7668,622.727152,1231,808,91,20,20
7668,7668,622.727152,1206,796,83,36,15
7668,7668,622.727152,1081,390,72,16,4
7668,7668,622.727152,1190,788,72,9,18
7668,7668,622.727152,1257,821,70,14,17
7668,7668,622.727152,1266,825,64,5,19
7668,7668,622.727152,1273,829,54,2,20
7669,7669,622.767043,1202,804,112,40,20
7669,7669,622.767043,1075,397,82,18,3
7670,7670,622.806779,1073,401,90,15,5
7671,7671,622.846791,1069,401,88,19,3
7672,7672,622.886778,1070,400,97,13,4
7673,7673,622.926784,1070,390,88,11,4
7674,7674,622.966804,1072,382,95,29,3
7675,7675,623.006675,895,640,69,6,20
7675,7675,623.006675,1071,374,62,4,3
7676,7676,623.046676,1062,365,76,16,2
7677,7677,623.086777,1267,800,79,4,19
7677,7677,623.086777,1054,359,76,9,2
7678,7678,623.127181,1232,781,105,23,18
7678,7678,623.127181,1257,792,101,15,16
7678,7678,623.127181,1047,350,93,10,4
7678,7678,623.127181,1266,796,86,22,17
7678,7678,623.127181,1241,785,83,7,17
7680,7680,623.207070,1055,340,74,2,8
7681,7681,623.247160,1069,337,63,8,3
7682,7682,623.287214,1084,325,60,2,6
7683,7683,623.326814,1096,313,62,7,4
7684,7684,623.366672,1105,303,67,2,7
7685,7685,623.407054,1111,295,67,5,5
7686,7686,623.446790,1122,289,72,8,7
7687,7687,623.486723,1130,285,74,6,6
7688,7688,623.526966,1142,275,75,2,6
7689,7689,623.566735,1140,276,126,25,5
7690,7690,623.606934,1143,269,90,16,4
7690,7690,623.606934,1143,278,83,11,4
7692,7692,623.686705,1154,267,103,16,6
7694,7694,623.766515,1157,251,92,6,6
7696,7696,623.846400,1158,221,93,21,9
7697,7697,623.886361,1159,198,84,3,6
7697,7697,623.886361,1158,205,81,2,6
7698,7698,623.926351,1157,184,87,3,11
7699,7699,623.966337,1153,160,77,2,7
7700,7700,624.006393,1153,147,78,5,7
7701,7701,624.046376,1154,123,79,3,6
7702,7702,624.086404,1153,110,95,2,8
7703,7703,624.126420,1150,95,78,9,3
7704,7704,624.166346,1148,85,95,22,4
7705,7705,624.206213,1147,80,107,10,4
7706,7706,624.246210,1150,77,112,29,2
7706,7706,624.246210,69,568,58,5,12
7707,7707,624.286241,1150,73,122,32,3
7708,7708,624.326240,1148,71,132,27,5
7709,7709,624.366425,1148,73,130,14,5
7710,7710,624.406537,1150,76,103,5,4
7711,7711,624.446239,1156,90,100,12,2
7711,7711,624.446239,82,573,53,5,10
7712,7712,624.486107,1162,106,97,11,3
7712,7712,624.486107,85,584,82,7,15
7713,7713,624.526146,1170,124,109,23,1
7715,7715,624.606140,1176,159,79,5,5
7715,7715,624.606140,75,608,64,7,17
7716,7716,624.646302,1181,178,81,9,3
7716,7716,624.646302,84,616,63,3,9
7717,7717,624.686206,1187,196,82,12,3
7718,7718,624.726025,1193,210,91,19,2
7719,7719,624.766022,1197,219,90,13,2
7720,7720,624.805877,1202,227,115,39,1
7720,7720,624.805877,93,643,53,8,17
7721,7721,624.846154,1205,234,120,41,2
7722,7722,624.886144,1207,238,139,44,4
7723,7723,624.926041,1209,241,114,37,4
7724,7724,624.966115,1213,246,100,28,4
7725,7725,625.006186,1219,249,95,32,7
7726,7726,625.046070,1222,248,115,15,9
7726,7726,625.046070,1230,243,56,8,9
7727,7727,625.086035,1226,248,124,31,4
7728,7728,625.125885,1228,244,103,20,5
7729,7729,625.165924,1229,242,105,24,4
7730,7730,625.206084,1230,238,92,13,4
7731,7731,625.245988,1235,226,102,26,4
7732,7732,625.285938,1238,222,83,9,4
7733,7733,625.326030,1240,209,101,20,3
7733,7733,625.326030,111,621,52,3,19
7734,7734,625.365830,1239,203,91,15,3
7735,7735,625.405730,1240,197,84,9,5
7735,7735,625.405730,111,609,51,5,18
7736,7736,625.445810,1246,189,100,8,6
7736,7736,625.445810,118,599,53,5,10
7737,7737,625.485851,1245,183,111,28,5
7738,7738,625.525864,1248,178,103,10,5
7739,7739,625.565907,1249,173,123,41,5
7739,7739,625.565907,167,616,51,11,18
7740,7740,625.605825,1247,171,119,17,5
7741,7741,625.645932,1245,170,143,76,6
7742,7742,625.685677,1244,168,126,45,4
7743,7743,625.725702,1245,166,176,110,5
7743,7743,625.725702,116,557,54,7,14
7744,7744,625.765703,1247,164,128,51,5
7744,7744,625.765703,117,555,54,5,12
7745,7745,625.805888,1246,168,101,34,3
7746,7746,625.845588,1243,174,92,18,5
7747,7747,625.885570,1241,178,107,50,4
7748,7748,625.925554,1239,184,98,25,3
7749,7749,625.965732,1239,189,117,50,5
7750,7750,626.005594,1237,193,110,22,3
7751,7751,626.045600,1235,197,128,34,4
7752,7752,626.085611,1234,200,90,12,3
7753,7753,626.125479,1234,209,104,38,6
7754,7754,626.165362,1236,218,83,5,5
7755,7755,626.205526,1238,224,106,30,5
7756,7756,626.245447,1237,229,104,21,5
7757,7757,626.285630,1234,233,95,22,3
7758,7758,626.325352,1231,241,94,9,4
7760,7760,626.405348,1227,252,112,35,9
7761,7761,626.445453,1227,257,105,19,5
7762,7762,626.485234,1227,260,100,21,5
7763,7763,626.525506,1230,265,97,10,2
7764,7764,626.565389,1233,269,105,13,6
7765,7765,626.605244,1240,280,95,31,4
7766,7766,626.645416,1248,285,78,6,4
7767,7767,626.685238,1255,293,92,16,6
7768,7768,626.725271,1257,298,90,3,10
7769,7769,626.765263,1257,301,81,4,12
7770,7770,626.805262,1261,311,96,17,4
7771,7771,626.845240,1265,319,106,25,6
7772,7772,626.885313,1268,324,124,46,8
7773,7773,626.925125,1272,328,95,5,11
7774,7774,626.965148,1275,334,93,10,6
7775,7775,627.005313,1275,337,86,9,4
7776,7776,627.045009,1276,344,125,25,6
7777,7777,627.085037,1277,347,72,15,6
7778,7778,627.125177,1279,348,122,72,5
7779,7779,627.165170,1276,350,122,58,4
7780,7780,627.205118,1275,350,181,83,8
7781,7781,627.245178,1273,352,93,8,8
7782,7782,627.285194,1269,353,122,29,12
7783,7783,627.325171,1269,354,143,67,10
7784,7784,627.365064,1267,357,126,45,10
7786,7786,627.444951,1262,359,98,14,6
7787,7787,627.485885,1257,360,104,26,10
7788,7788,627.525056,1253,361,82,22,2
7789,7789,627.565189,1251,365,93,19,5
7790,7790,627.604940,1251,366,150,68,3
7791,7791,627.644836,1250,366,138,48,7
7792,7792,627.684976,1249,361,105,15,4
7793,7793,627.724975,1246,358,115,9,5
7794,7794,627.765006,1242,357,79,12,4
7795,7795,627.804799,1238,353,96,24,2
7796,7796,627.844823,1231,345,86,2,4
7797,7797,627.884955,1229,348,100,18,4
7798,7798,627.924692,1225,346,102,12,5
7799,7799,627.964704,1221,339,85,12,3
7800,7800,628.004707,1219,337,104,40,4
7801,7801,628.044769,1216,336,72,6,5
7802,7802,628.084733,1211,334,103,31,4
7803,7803,628.124699,1209,333,102,27,5
7804,7804,628.164721,1211,337,104,6,7
7805,7805,628.204859,1209,340,92,9,3
7806,7806,628.244820,1208,341,111,19,5
7807,7807,628.284809,1207,341,112,38,4
7808,7808,628.324473,1205,340,107,13,4
7809,7809,628.364725,1204,342,160,57,6
7810,7810,628.404737,1205,344,110,31,3
7811,7811,628.444714,1207,346,88,9,5
7812,7812,628.484602,1206,350,88,5,4
7813,7813,628.524622,1203,362,96,22,4
7814,7814,628.564739,1201,367,90,2,4
7815,7815,628.604705,1201,375,92,22,4
7816,7816,628.644607,1201,382,110,36,3
7817,7817,628.684504,1203,384,96,20,6
7818,7818,628.724507,1206,390,116,30,4
7819,7819,628.764598,1208,394,102,16,5
7820,7820,628.804666,1214,398,77,14,4
7821,7821,628.844526,1221,399,75,15,4
7821,7821,628.844526,291,808,57,18,4
7822,7822,628.884430,1226,400,92,11,4
7823,7823,628.924385,1234,403,74,6,5
7824,7824,628.964264,1239,406,84,7,3
